loan_amnt,total_acc,loan_status,funded_amnt,id,grade,emp_length,revol_bal,annual_inc,issue_date,addr_state
25000,27,Does not meet the credit policy. Status:Fully Paid,25000,415931,D,8 years,32168,70000,01/06/2009,NY
7200,5,Does not meet the credit policy. Status:Fully Paid,7200,415391,B,2 years,495,31000,01/06/2009,NY
3000,10,Does not meet the credit policy. Status:Fully Paid,3000,413666,B,< 1 year,18517,18000,01/06/2009,TX
5000,39,Does not meet the credit policy. Status:Fully Paid,5000,411843,B,1 year,5572,100000,01/06/2009,SC
22500,41,Does not meet the credit policy. Status:Charged Off,22500,414690,D,10+ years,229400,227000,01/06/2009,NY
8500,31,Does not meet the credit policy. Status:Fully Paid,8500,413802,C,< 1 year,8730,40000,01/06/2009,CA
2000,21,Does not meet the credit policy. Status:Fully Paid,2000,413783,D,< 1 year,1658,15000,01/06/2009,PA
3000,32,Does not meet the credit policy. Status:Fully Paid,3000,413628,B,3 years,2245,55000,01/06/2009,PA
9500,23,Does not meet the credit policy. Status:Charged Off,9500,413392,B,5 years,5928,60000,01/06/2009,NJ
5000,16,Does not meet the credit policy. Status:Charged Off,5000,413040,B,6 years,731,96000,01/06/2009,NY
1800,6,Does not meet the credit policy. Status:Fully Paid,1800,412824,B,1 year,1469,33000,01/06/2009,NJ
14400,19,Does not meet the credit policy. Status:Fully Paid,14400,412835,C,< 1 year,6023,103000,01/06/2009,CO
4000,34,Does not meet the credit policy. Status:Charged Off,4000,412756,C,7 years,11346,52000,01/06/2009,LA
20000,36,Does not meet the credit policy. Status:Fully Paid,20000,412736,D,1 year,30058,82000,01/06/2009,TX
10000,21,Does not meet the credit policy. Status:Fully Paid,10000,412382,C,3 years,56283,102000,01/06/2009,NY
1500,28,Does not meet the credit policy. Status:Fully Paid,1500,412378,B,1 year,5906,28724,01/06/2009,MS
3000,44,Does not meet the credit policy. Status:Charged Off,3000,412286,B,4 years,62265,47000,01/06/2009,AZ
4400,16,Does not meet the credit policy. Status:Fully Paid,4400,411897,C,2 years,2166,38000,01/06/2009,CO
6500,6,Does not meet the credit policy. Status:Fully Paid,6500,411740,C,5 years,0,39000,01/06/2009,OK
1000,33,Does not meet the credit policy. Status:Fully Paid,1000,411574,A,5 years,167381,128000,01/06/2009,CA
22200,29,Does not meet the credit policy. Status:Fully Paid,22200,411233,C,1 year,54294,128004,01/06/2009,PA
8000,22,Does not meet the credit policy. Status:Charged Off,8000,411206,C,10+ years,55821,55000,01/06/2009,VA
18000,23,Does not meet the credit policy. Status:Charged Off,18000,410714,C,7 years,12220,100000,01/06/2009,WA
7000,24,Does not meet the credit policy. Status:Fully Paid,7000,409231,C,10+ years,3205,56004,01/06/2009,CT
4200,17,Does not meet the credit policy. Status:Fully Paid,4200,401406,C,9 years,2215,46000,01/06/2009,TX
4800,25,Does not meet the credit policy. Status:Charged Off,4800,410636,D,1 year,14063,76000,01/06/2009,IL
9500,29,Does not meet the credit policy. Status:Charged Off,9500,410266,D,3 years,8333,57000,01/06/2009,CA
3000,6,Does not meet the credit policy. Status:Fully Paid,3000,409596,D,2 years,256,12000,01/06/2009,NY
7000,21,Does not meet the credit policy. Status:Charged Off,7000,409552,D,10+ years,60550,50000,01/06/2009,NJ
3000,32,Does not meet the credit policy. Status:Fully Paid,3000,408351,D,2 years,25277,62004,01/06/2009,TX
4600,53,Does not meet the credit policy. Status:Charged Off,4600,409248,E,10+ years,6909,75000,01/05/2009,IL
2500,12,Does not meet the credit policy. Status:Fully Paid,2500,408628,C,7 years,8035,36000,01/06/2009,NY
6200,22,Does not meet the credit policy. Status:Fully Paid,6200,408746,C,2 years,12616,96000,01/06/2009,TX
20000,63,Does not meet the credit policy. Status:Charged Off,20000,408282,D,2 years,16244,165396,01/05/2009,IL
13500,28,Does not meet the credit policy. Status:Charged Off,13500,408113,D,9 years,107404,120000,01/06/2009,IL
2400,4,Does not meet the credit policy. Status:Fully Paid,2400,407771,B,6 years,268,25000,01/05/2009,MI
10800,20,Does not meet the credit policy. Status:Fully Paid,10800,407691,C,6 years,3532,85000,01/06/2009,PA
8000,28,Does not meet the credit policy. Status:Fully Paid,8000,407121,C,< 1 year,4505,74004,01/05/2009,NJ
15000,23,Does not meet the credit policy. Status:Fully Paid,15000,407525,C,4 years,39458,65000,01/05/2009,NY
3300,25,Does not meet the credit policy. Status:Fully Paid,3300,406026,B,2 years,31890,79711,01/05/2009,VA
10000,20,Does not meet the credit policy. Status:Fully Paid,10000,404848,B,8 years,107643,69996,01/05/2009,CT
4000,14,Does not meet the credit policy. Status:Charged Off,4000,405955,D,< 1 year,12121,40000,01/05/2009,PA
5200,17,Does not meet the credit policy. Status:Fully Paid,5200,405857,C,3 years,4096,70000,01/05/2009,MA
10750,45,Does not meet the credit policy. Status:Fully Paid,10750,405699,C,< 1 year,16652,85000,01/05/2009,CA
5000,17,Does not meet the credit policy. Status:Charged Off,5000,404419,C,3 years,43075,43680,01/05/2009,OR
16000,20,Does not meet the credit policy. Status:Fully Paid,16000,405012,C,5 years,66442,320004,01/05/2009,NY
4000,14,Does not meet the credit policy. Status:Fully Paid,4000,404587,C,< 1 year,1048,36000,01/05/2009,MI
6000,4,Does not meet the credit policy. Status:Charged Off,6000,404403,E,1 year,829,34880,01/05/2009,FL
9600,36,Does not meet the credit policy. Status:Charged Off,9600,403734,D,3 years,10754,65000,01/05/2009,CA
7000,16,Does not meet the credit policy. Status:Fully Paid,7000,403946,A,9 years,125743,57500,01/05/2009,VA
4000,12,Does not meet the credit policy. Status:Fully Paid,4000,403615,G,2 years,1682,52320,01/05/2009,MA
6500,12,Does not meet the credit policy. Status:Fully Paid,6500,403366,C,< 1 year,25283,25184,01/05/2009,OH
25000,31,Does not meet the credit policy. Status:Fully Paid,25000,399398,D,4 years,311616,120000,01/05/2009,VA
4000,19,Does not meet the credit policy. Status:Charged Off,4000,402671,C,1 year,15360,19000,01/05/2009,GA
8500,15,Does not meet the credit policy. Status:Fully Paid,8500,402578,C,3 years,8537,27300,01/05/2009,FL
8000,21,Does not meet the credit policy. Status:Fully Paid,8000,402222,B,10+ years,11754,81847,01/05/2009,NJ
5600,24,Does not meet the credit policy. Status:Fully Paid,5600,401931,B,2 years,5266,73000,01/05/2009,DC
13000,36,Does not meet the credit policy. Status:Charged Off,13000,400562,A,7 years,58996,45996,01/05/2009,MI
5500,13,Does not meet the credit policy. Status:Fully Paid,5500,401062,C,3 years,42411,39996,01/05/2009,PA
5000,18,Does not meet the credit policy. Status:Fully Paid,5000,401097,B,3 years,260,74000,01/05/2009,MN
25000,46,Does not meet the credit policy. Status:Fully Paid,25000,401044,D,9 years,290291,280000,01/05/2009,VA
7200,21,Does not meet the credit policy. Status:Fully Paid,7200,400785,D,3 years,4009,34000,01/05/2009,CT
10000,43,Does not meet the credit policy. Status:Fully Paid,10000,400212,C,1 year,10639,51000,01/05/2009,FL
4500,17,Does not meet the credit policy. Status:Charged Off,4500,400052,B,2 years,1596,64000,01/05/2009,FL
3800,5,Does not meet the credit policy. Status:Fully Paid,3800,399454,D,1 year,639,38200,01/05/2009,OK
8000,16,Does not meet the credit policy. Status:Fully Paid,8000,398847,C,3 years,6700,77004,01/05/2009,PA
2075,10,Does not meet the credit policy. Status:Charged Off,2075,399058,F,1 year,661,20000,01/04/2009,TX
6000,15,Does not meet the credit policy. Status:Fully Paid,6000,399020,E,4 years,6155,87500,01/05/2009,NY
5000,4,Does not meet the credit policy. Status:Fully Paid,5000,398427,G,10+ years,0,58000,01/05/2009,OH
6400,6,Does not meet the credit policy. Status:Fully Paid,6400,398424,F,1 year,6758,18200,01/05/2009,AZ
6500,30,Does not meet the credit policy. Status:Fully Paid,6500,397510,A,5 years,3633,50400,01/04/2009,MI
5000,28,Does not meet the credit policy. Status:Fully Paid,4425,397429,C,6 years,38558,78000,01/05/2009,VA
5200,9,Does not meet the credit policy. Status:Fully Paid,5200,397389,D,5 years,225,24996,01/05/2009,MI
6000,10,Does not meet the credit policy. Status:Fully Paid,6000,397190,C,6 years,1472,40000,01/05/2009,NY
10000,6,Does not meet the credit policy. Status:Fully Paid,10000,395814,G,< 1 year,3823,148000,01/04/2009,SC
2000,28,Does not meet the credit policy. Status:Fully Paid,2000,396717,E,4 years,3811,25000,01/04/2009,OH
7000,17,Does not meet the credit policy. Status:Fully Paid,7000,396360,A,10+ years,11786,25000,01/04/2009,MI
12600,17,Does not meet the credit policy. Status:Fully Paid,12600,395852,D,6 years,2680,70000,01/05/2009,CA
7500,11,Does not meet the credit policy. Status:Fully Paid,7500,395615,D,4 years,3642,20000,01/05/2009,MO
7000,18,Does not meet the credit policy. Status:Fully Paid,7000,395493,E,< 1 year,6246,39996,01/04/2009,TX
3250,6,Does not meet the credit policy. Status:Fully Paid,3250,395446,E,1 year,0,8000,01/04/2009,WI
9000,25,Does not meet the credit policy. Status:Fully Paid,9000,393574,A,10+ years,4964,45000,01/04/2009,NY
3500,4,Does not meet the credit policy. Status:Charged Off,3500,394173,G,1 year,390,50000,01/04/2009,FL
5000,25,Does not meet the credit policy. Status:Charged Off,5000,393964,C,10+ years,0,50000,01/04/2009,LA
10000,26,Does not meet the credit policy. Status:Fully Paid,10000,393862,C,9 years,126402,80000,01/04/2009,CA
12000,42,Does not meet the credit policy. Status:Fully Paid,12000,390569,D,7 years,13084,75000,01/04/2009,AZ
15000,16,Does not meet the credit policy. Status:Fully Paid,15000,393741,D,2 years,7151,75000,01/04/2009,WI
15000,26,Does not meet the credit policy. Status:Fully Paid,15000,391193,D,9 years,20761,130008,01/04/2009,NY
8500,18,Does not meet the credit policy. Status:Fully Paid,7475,390550,C,8 years,27216,21000,01/04/2009,MI
3600,6,Does not meet the credit policy. Status:Fully Paid,3600,391852,E,< 1 year,707,18000,01/04/2009,VA
9500,29,Does not meet the credit policy. Status:Fully Paid,9500,391365,D,9 years,3951,120000,01/04/2009,CA
19750,18,Does not meet the credit policy. Status:Fully Paid,19750,391263,G,2 years,952013,600000,01/04/2009,NY
12000,16,Does not meet the credit policy. Status:Fully Paid,12000,390507,A,5 years,94064,75000,01/04/2009,CA
1000,5,Does not meet the credit policy. Status:Charged Off,1000,390885,D,1 year,1914,62000,01/04/2009,NV
8400,48,Does not meet the credit policy. Status:Fully Paid,8400,390500,A,5 years,164861,140000,01/04/2009,MD
22000,61,Does not meet the credit policy. Status:Charged Off,22000,390436,F,10+ years,40604,212000,01/04/2009,CA
1400,4,Does not meet the credit policy. Status:Charged Off,1400,390348,D,2 years,124,27000,01/04/2009,PA
16000,35,Does not meet the credit policy. Status:Fully Paid,16000,390013,D,10+ years,15306,89200,01/04/2009,MA
25000,20,Does not meet the credit policy. Status:Fully Paid,25000,389976,D,7 years,4066,169000,01/04/2009,TX
14500,25,Does not meet the credit policy. Status:Charged Off,14500,389957,E,10+ years,22720,85800,01/04/2009,KS
5000,46,Does not meet the credit policy. Status:Fully Paid,5000,389780,E,8 years,8652,50000,01/04/2009,OH
10800,32,Does not meet the credit policy. Status:Fully Paid,10800,389571,A,10+ years,186072,104000,01/04/2009,GA
3500,30,Does not meet the credit policy. Status:Fully Paid,3500,389534,C,2 years,2146,25500,01/04/2009,SC
15500,34,Does not meet the credit policy. Status:Fully Paid,15500,388929,C,1 year,64831,39360,01/04/2009,VA
1200,9,Does not meet the credit policy. Status:Fully Paid,1200,389310,E,< 1 year,1498,40000,01/04/2009,KS
5000,18,Does not meet the credit policy. Status:Fully Paid,5000,389258,E,2 years,6348,21000,01/04/2009,NY
9975,32,Does not meet the credit policy. Status:Fully Paid,9975,389254,E,3 years,726,106000,01/04/2009,MI
6000,6,Does not meet the credit policy. Status:Fully Paid,6000,387448,D,1 year,1185,28700,01/04/2009,PA
3000,12,Does not meet the credit policy. Status:Fully Paid,3000,380348,D,4 years,915,19000,01/04/2009,GA
3300,7,Does not meet the credit policy. Status:Fully Paid,3300,388998,E,3 years,113,47000,01/04/2009,PA
25000,7,Does not meet the credit policy. Status:Charged Off,25000,388954,F,2 years,5341,55000,01/04/2009,IL
12500,20,Does not meet the credit policy. Status:Fully Paid,12500,388916,C,10+ years,74042,70000,01/04/2009,DC
15000,7,Does not meet the credit policy. Status:Charged Off,15000,388882,D,6 years,4490,42996,01/04/2009,KS
10000,18,Does not meet the credit policy. Status:Fully Paid,10000,388791,D,< 1 year,10631,69010,01/04/2009,OH
19000,12,Does not meet the credit policy. Status:Fully Paid,19000,388319,E,3 years,10022,41604,01/04/2009,NV
5075,5,Does not meet the credit policy. Status:Fully Paid,5075,388647,F,< 1 year,5204,24000,01/04/2009,TX
2500,9,Does not meet the credit policy. Status:Fully Paid,2500,388623,E,1 year,727,5843,01/04/2009,HI
20000,55,Does not meet the credit policy. Status:Charged Off,20000,388552,F,1 year,28268,85000,01/03/2009,WV
15000,12,Does not meet the credit policy. Status:Fully Paid,15000,388340,C,< 1 year,19601,90000,01/03/2009,WA
8000,5,Does not meet the credit policy. Status:Charged Off,8000,388278,G,2 years,634,39224,01/03/2009,TX
10000,24,Does not meet the credit policy. Status:Fully Paid,10000,386283,E,5 years,11105,144000,01/03/2009,KS
7200,36,Does not meet the credit policy. Status:Fully Paid,7200,387987,C,< 1 year,1306,50000,01/03/2009,NJ
2500,5,Does not meet the credit policy. Status:Fully Paid,2500,387039,D,3 years,0,28500,01/03/2009,FL
5000,4,Does not meet the credit policy. Status:Fully Paid,5000,387462,G,< 1 year,0,10000,01/03/2009,CT
1500,26,Does not meet the credit policy. Status:Fully Paid,1500,387539,F,10+ years,2308,14568,01/03/2009,OH
1750,10,Does not meet the credit policy. Status:Fully Paid,1750,386647,G,4 years,806,20000,01/03/2009,NJ
17000,13,Does not meet the credit policy. Status:Fully Paid,17000,386556,C,10+ years,4583,57688,01/03/2009,KY
10000,29,Does not meet the credit policy. Status:Fully Paid,10000,386369,C,10+ years,56903,68496,01/03/2009,NJ
24000,38,Does not meet the credit policy. Status:Charged Off,24000,385903,B,10+ years,351453,200004,01/03/2009,CA
14500,11,Does not meet the credit policy. Status:Charged Off,14500,386164,D,1 year,3695,23788,01/03/2009,NJ
6000,19,Does not meet the credit policy. Status:Fully Paid,6000,385906,C,< 1 year,24364,85000,01/03/2009,CA
15000,18,Does not meet the credit policy. Status:Charged Off,15000,385517,F,10+ years,608,69000,01/03/2009,NY
5000,6,Does not meet the credit policy. Status:Charged Off,5000,385609,D,3 years,362,22724,01/03/2009,TX
15000,23,Does not meet the credit policy. Status:Fully Paid,15000,384760,D,1 year,12415,84996,01/03/2009,DE
2500,14,Does not meet the credit policy. Status:Fully Paid,2500,385511,D,1 year,5475,19000,01/03/2009,OR
8000,28,Does not meet the credit policy. Status:Fully Paid,8000,385425,E,1 year,22187,89000,01/03/2009,NY
15000,8,Does not meet the credit policy. Status:Fully Paid,15000,385349,F,< 1 year,3118,95000,01/03/2009,PA
4750,17,Does not meet the credit policy. Status:Fully Paid,4750,385183,F,2 years,0,15000,01/03/2009,MI
1000,5,Does not meet the credit policy. Status:Fully Paid,1000,385021,F,< 1 year,1131,20000,01/03/2009,CA
2450,4,Does not meet the credit policy. Status:Fully Paid,2450,384879,G,< 1 year,242,11000,01/03/2009,MI
6000,8,Does not meet the credit policy. Status:Fully Paid,6000,382076,E,5 years,9400,50000,01/03/2009,CA
5000,9,Does not meet the credit policy. Status:Charged Off,5000,384790,E,2 years,679,19000,01/03/2009,OH
2400,13,Does not meet the credit policy. Status:Fully Paid,2400,384704,D,2 years,7718,52000,01/03/2009,OH
8400,9,Does not meet the credit policy. Status:Fully Paid,8400,384554,D,1 year,7,75000,01/03/2009,VA
5000,61,Does not meet the credit policy. Status:Fully Paid,5000,384327,E,6 years,37335,100000,01/03/2009,TX
3500,8,Does not meet the credit policy. Status:Charged Off,3500,383751,C,1 year,0,15000,01/03/2009,TX
9500,11,Does not meet the credit policy. Status:Fully Paid,9500,383765,E,10+ years,7081,65004,01/03/2009,MO
2100,9,Does not meet the credit policy. Status:Fully Paid,2100,382764,D,6 years,312,22000,01/03/2009,NY
9500,13,Does not meet the credit policy. Status:Fully Paid,9500,383961,E,4 years,3050,68004,01/03/2009,NY
11100,31,Does not meet the credit policy. Status:Charged Off,11100,383851,C,< 1 year,37589,58000,01/03/2009,MI
7200,64,Does not meet the credit policy. Status:Fully Paid,7200,383814,B,6 years,15557,29000,01/03/2009,OH
8100,27,Does not meet the credit policy. Status:Charged Off,8100,383784,E,10+ years,16194,54996,01/03/2009,TX
6000,43,Does not meet the credit policy. Status:Fully Paid,6000,383564,E,< 1 year,13841,90000,01/03/2009,DE
7500,8,Does not meet the credit policy. Status:Fully Paid,7500,383345,E,< 1 year,3132,39996,01/03/2009,CA
8875,21,Does not meet the credit policy. Status:Fully Paid,8875,383351,C,3 years,122464,87500,01/03/2009,WA
6000,5,Does not meet the credit policy. Status:Fully Paid,6000,383107,F,2 years,3433,50000,01/03/2009,MI
15000,32,Does not meet the credit policy. Status:Fully Paid,15000,383013,C,< 1 year,60267,40000,01/03/2009,NY
6000,14,Does not meet the credit policy. Status:Fully Paid,6000,381990,E,2 years,6030,35000,01/03/2009,NJ
9000,23,Does not meet the credit policy. Status:Fully Paid,9000,382802,D,< 1 year,11614,33996,01/03/2009,MA
16000,33,Does not meet the credit policy. Status:Fully Paid,16000,382694,A,2 years,255805,450000,01/03/2009,CA
7000,7,Does not meet the credit policy. Status:Fully Paid,7000,382465,D,7 years,15222,100000,01/03/2009,NY
10925,13,Does not meet the credit policy. Status:Fully Paid,10925,382189,D,1 year,2216,42000,01/03/2009,NY
4000,13,Does not meet the credit policy. Status:Fully Paid,4000,381543,D,10+ years,10046,50004,01/03/2009,GA
2800,19,Does not meet the credit policy. Status:Fully Paid,2800,381758,E,< 1 year,6399,15000,01/03/2009,TX
10000,32,Does not meet the credit policy. Status:Charged Off,10000,381373,D,8 years,5558,50000,01/02/2009,NY
9000,6,Does not meet the credit policy. Status:Fully Paid,9000,381143,G,1 year,434,35801,01/02/2009,OR
9600,22,Does not meet the credit policy. Status:Fully Paid,9600,380970,E,10+ years,3491,74004,01/02/2009,NY
20000,19,Does not meet the credit policy. Status:Fully Paid,20000,381126,E,2 years,116893,144000,01/03/2009,NY
1925,15,Does not meet the credit policy. Status:Fully Paid,1925,381051,D,2 years,1909,10800,01/02/2009,NJ
2000,4,Does not meet the credit policy. Status:Fully Paid,2000,380986,D,5 years,2503,22000,01/02/2009,VA
2500,5,Does not meet the credit policy. Status:Charged Off,2500,380955,E,6 years,946,35736,01/02/2009,MD
20000,12,Does not meet the credit policy. Status:Fully Paid,20000,380134,D,6 years,92549,102780,01/02/2009,AL
2200,15,Does not meet the credit policy. Status:Fully Paid,2200,379744,B,10+ years,1243,30000,01/02/2009,AL
5000,16,Does not meet the credit policy. Status:Fully Paid,5000,380112,C,< 1 year,5040,25000,01/02/2009,NY
6700,39,Does not meet the credit policy. Status:Fully Paid,6700,367700,E,2 years,9007,56400,01/02/2009,GA
9000,8,Does not meet the credit policy. Status:Fully Paid,9000,378839,E,1 year,8052,27000,01/02/2009,NY
5000,6,Does not meet the credit policy. Status:Fully Paid,5000,379994,G,< 1 year,1897,88000,01/02/2009,FL
8400,36,Does not meet the credit policy. Status:Fully Paid,8400,379923,C,5 years,53243,50000,01/02/2009,FL
3000,7,Does not meet the credit policy. Status:Fully Paid,3000,379899,E,1 year,1270,21996,01/02/2009,KS
20000,11,Does not meet the credit policy. Status:Fully Paid,20000,379329,D,2 years,7657,62700,01/02/2009,FL
5000,4,Does not meet the credit policy. Status:Fully Paid,5000,379833,F,< 1 year,2526,24200,01/02/2009,WV
5000,13,Does not meet the credit policy. Status:Fully Paid,5000,378979,D,< 1 year,8310,57500,01/02/2009,PA
5000,44,Does not meet the credit policy. Status:Fully Paid,5000,379556,D,8 years,1064,42000,01/02/2009,MD
4200,25,Does not meet the credit policy. Status:Fully Paid,4200,379627,D,10+ years,17126,65064,01/02/2009,CA
1600,24,Does not meet the credit policy. Status:Fully Paid,1600,379529,C,10+ years,27197,300000,01/02/2009,NV
3000,9,Does not meet the credit policy. Status:Charged Off,3000,379376,G,4 years,2994,30000,01/02/2009,WV
14125,45,Does not meet the credit policy. Status:Fully Paid,14125,379128,D,2 years,34491,70000,01/02/2009,DC
10000,34,Does not meet the credit policy. Status:Fully Paid,10000,379071,B,8 years,12279,111996,01/02/2009,NJ
4000,25,Does not meet the credit policy. Status:Fully Paid,4000,378806,A,4 years,116648,100000,01/02/2009,CA
15000,13,Does not meet the credit policy. Status:Charged Off,15000,378682,E,2 years,14625,45600,01/02/2009,FL
5000,6,Does not meet the credit policy. Status:Fully Paid,5000,378438,D,1 year,4974,25004,01/02/2009,FL
8000,9,Does not meet the credit policy. Status:Charged Off,8000,377962,C,2 years,5684,48000,01/02/2009,MA
15000,8,Does not meet the credit policy. Status:Fully Paid,15000,377507,F,2 years,18208,42500,01/02/2009,CA
15000,16,Does not meet the credit policy. Status:Charged Off,15000,377674,G,< 1 year,5212,100000,01/02/2009,PA
9600,11,Does not meet the credit policy. Status:Fully Paid,9600,377511,F,1 year,4656,58000,01/02/2009,WV
10000,69,Does not meet the credit policy. Status:Fully Paid,10000,376923,D,10+ years,30585,80004,01/02/2009,FL
12000,17,Does not meet the credit policy. Status:Fully Paid,12000,376026,A,3 years,199390,80000,01/02/2009,MA
10000,17,Does not meet the credit policy. Status:Fully Paid,10000,375439,F,< 1 year,3802,54996,01/02/2009,PA
12000,24,Does not meet the credit policy. Status:Fully Paid,12000,373583,D,3 years,2976,49500,01/02/2009,NJ
10000,17,Does not meet the credit policy. Status:Fully Paid,10000,375682,C,5 years,10338,103000,01/02/2009,NY
15000,28,Does not meet the credit policy. Status:Fully Paid,15000,376302,C,1 year,20490,78000,01/02/2009,MN
6000,34,Does not meet the credit policy. Status:Fully Paid,6000,376258,C,10+ years,48818,107500,01/02/2009,MN
25000,33,Does not meet the credit policy. Status:Fully Paid,25000,376100,E,1 year,12352,200000,01/02/2009,TX
7000,11,Does not meet the credit policy. Status:Charged Off,7000,375969,G,10+ years,6402,30000,01/02/2009,FL
8000,7,Does not meet the credit policy. Status:Fully Paid,8000,375687,D,1 year,3606,63750,01/02/2009,WI
5600,6,Does not meet the credit policy. Status:Charged Off,5600,371345,C,6 years,40553,36000,01/01/2009,TX
15000,11,Does not meet the credit policy. Status:Fully Paid,15000,374275,F,2 years,15814,160000,01/02/2009,CA
10000,63,Does not meet the credit policy. Status:Fully Paid,10000,375046,D,8 years,32153,60000,01/02/2009,TX
9600,10,Does not meet the credit policy. Status:Charged Off,9600,374869,E,< 1 year,9611,30000,01/01/2009,WI
4800,20,Does not meet the credit policy. Status:Charged Off,4800,374725,E,10+ years,9761,60000,01/01/2009,NJ
14000,28,Does not meet the credit policy. Status:Charged Off,14000,374510,F,10+ years,95801,78500,01/01/2009,FL
8000,24,Does not meet the credit policy. Status:Charged Off,8000,374570,G,10+ years,11537,47523,01/01/2009,KY
3000,17,Does not meet the credit policy. Status:Fully Paid,3000,374258,C,10+ years,198,60000,01/01/2009,TX
15000,21,Does not meet the credit policy. Status:Fully Paid,15000,373958,C,1 year,1914,75000,01/01/2009,MD
15000,31,Does not meet the credit policy. Status:Fully Paid,15000,374058,B,10+ years,182274,120000,01/01/2009,WY
15000,27,Does not meet the credit policy. Status:Charged Off,15000,374045,B,10+ years,125642,75000,01/01/2009,OR
2400,9,Does not meet the credit policy. Status:Fully Paid,2400,373980,E,2 years,2024,70000,01/01/2009,FL
12000,24,Does not meet the credit policy. Status:Charged Off,12000,374004,B,2 years,29669,85000,01/01/2009,CA
6000,10,Does not meet the credit policy. Status:Fully Paid,6000,373768,E,2 years,3735,85000,01/01/2009,NY
3750,32,Does not meet the credit policy. Status:Fully Paid,3750,373725,B,10+ years,10673,75000,01/01/2009,TX
12000,29,Does not meet the credit policy. Status:Fully Paid,12000,373249,C,10+ years,30250,95004,01/01/2009,DE
15000,36,Does not meet the credit policy. Status:Fully Paid,15000,372486,D,10+ years,2009,77500,01/01/2009,AL
5000,9,Does not meet the credit policy. Status:Fully Paid,5000,372130,D,4 years,4840,45000,01/01/2009,FL
8000,22,Does not meet the credit policy. Status:Fully Paid,8000,367624,D,9 years,26814,54100,01/01/2009,PA
15000,25,Does not meet the credit policy. Status:Fully Paid,15000,371632,D,< 1 year,8193,40000,01/01/2009,IL
8750,23,Does not meet the credit policy. Status:Fully Paid,8750,372753,C,3 years,112549,105000,01/01/2009,IL
15000,34,Does not meet the credit policy. Status:Charged Off,15000,372520,B,1 year,5665,44200,01/01/2009,AL
8000,30,Does not meet the credit policy. Status:Fully Paid,8000,371762,C,10+ years,34938,50000,01/01/2009,IL
10000,20,Does not meet the credit policy. Status:Charged Off,10000,372028,C,5 years,10227,51350,01/01/2009,VA
5000,9,Does not meet the credit policy. Status:Fully Paid,5000,371921,E,6 years,2754,42996,01/01/2009,CA
7000,27,Does not meet the credit policy. Status:Fully Paid,7000,369734,D,< 1 year,6907,35600,01/01/2009,OH
10000,46,Does not meet the credit policy. Status:Charged Off,10000,370611,C,5 years,27200,70000,01/01/2009,PA
15000,23,Does not meet the credit policy. Status:Fully Paid,15000,370415,B,9 years,96473,90000,01/01/2009,AK
15000,19,Does not meet the credit policy. Status:Charged Off,15000,369903,E,10+ years,107611,114000,01/01/2009,MS
5000,10,Does not meet the credit policy. Status:Charged Off,5000,369896,C,< 1 year,2905,12000,01/01/2009,CA
15000,52,Does not meet the credit policy. Status:Fully Paid,15000,369725,C,10+ years,13739,322008,01/12/2008,CT
9000,26,Does not meet the credit policy. Status:Fully Paid,9000,369735,A,5 years,212878,100000,01/01/2009,FL
10000,27,Does not meet the credit policy. Status:Fully Paid,10000,369701,C,10+ years,141532,114000,01/12/2008,FL
7000,7,Does not meet the credit policy. Status:Charged Off,7000,369654,F,1 year,26726,32000,01/01/2009,MN
5000,11,Does not meet the credit policy. Status:Fully Paid,5000,369213,E,1 year,8136,26000,01/12/2008,RI
4000,5,Does not meet the credit policy. Status:Fully Paid,4000,369084,D,4 years,1272,24000,01/12/2008,FL
10800,22,Does not meet the credit policy. Status:Charged Off,10800,369039,D,1 year,26598,84000,01/12/2008,CA
5000,18,Does not meet the credit policy. Status:Fully Paid,5000,368907,C,6 years,6608,24996,01/12/2008,OK
3000,10,Does not meet the credit policy. Status:Fully Paid,3000,368667,D,7 years,7162,25000,01/12/2008,DE
5500,14,Does not meet the credit policy. Status:Fully Paid,5500,368488,B,10+ years,4405,27996,01/12/2008,CA
5375,11,Does not meet the credit policy. Status:Fully Paid,5375,368709,C,< 1 year,3039,24504,01/12/2008,SD
12000,42,Does not meet the credit policy. Status:Fully Paid,12000,368542,B,10+ years,224090,450000,01/12/2008,MD
8000,56,Does not meet the credit policy. Status:Fully Paid,8000,367972,B,10+ years,83434,60000,01/12/2008,IL
9500,17,Does not meet the credit policy. Status:Fully Paid,9500,367996,D,6 years,25506,57700,01/12/2008,MN
6000,23,Does not meet the credit policy. Status:Fully Paid,6000,367597,D,10+ years,17295,42000,01/12/2008,MO
3250,19,Does not meet the credit policy. Status:Fully Paid,3250,365040,E,4 years,1748,18000,01/12/2008,PA
10000,18,Does not meet the credit policy. Status:Charged Off,10000,367352,C,3 years,6641,52000,01/12/2008,CO
4150,17,Does not meet the credit policy. Status:Charged Off,4150,367046,C,< 1 year,27535,26004,01/12/2008,AR
8000,10,Does not meet the credit policy. Status:Charged Off,8000,367056,C,10+ years,49391,50000,01/12/2008,NY
15000,10,Does not meet the credit policy. Status:Fully Paid,15000,366968,E,4 years,1513,97344,01/12/2008,TX
12000,13,Does not meet the credit policy. Status:Fully Paid,12000,366397,B,3 years,36719,80000,01/12/2008,MA
15600,23,Does not meet the credit policy. Status:Charged Off,15600,366377,D,10+ years,67901,70000,01/12/2008,FL
